ID Data,Nama Produk,Jenis Kulit,Review Produk,Rating,Label
A129,Hadalabo: Tamagohada Mild Peeling Face Wash,Oily,"harganya murah dan mudah didapat, tapi sayangnya tidak cocok di muka gue. padahal orang2 pada cocok makenya ? seenggaknya dia gak bikin muka gue minyakan. tapi jerawat gue nambah. gue mencoba 1 minggu pake ini dan alhasil jerawat yang awalnya cuma 2 ehh nambah jadi 10 lebih. kapok ah ?",1,Negative
A130,Hadalabo: Tamagohada Mild Peeling Face Wash,Oily,Awalnya berharap bgt ini fw terakhir dari pencarian skin care karna liat review pada bagus bagus dan cocok apa lg jadi best winner fd. Tapi baru 3 hari muncul bruntusan ngederet diatas alis lanjut seminggu muncul bruntusan di dagu sampe leher sampe akhirnya ga kuat dan memutuskan stop dan balik ke fw acnes yg tadinya fokus ilangin bekas jerawat malah balik lagi ngusir bruntusan dan jerawat kecil2nya :(,1,Negative
A131,Hadalabo: Tamagohada Mild Peeling Face Wash,Oily,"Pakai ini berbulan2 sebagai daily cleanser. Efek setelah cuci muka gak ada terasa apa-apa. Hanya merasa minyak pada wajah hilang. Secara jangka panjang produk ini gak membuat progress terhadap jerawatku. Iseng sempet ganti sama hadalabo yang putih for oily skin malah rasanya lebih cocok yang itu. Pas kembali ke produk ini, aku baru ngeuh kalau dia ternyata micu jerawat, akhirnya gak aku pakai lagi :(",1,Negative
A132,Hadalabo: Tamagohada Mild Peeling Face Wash,Oily,"Ngeliat review banyak yang cocok pake fw ini yaudah ngajak temen beli ini barengan, dan yang tadinya jerawat tinggal 1 biji, 3 hari pertama masih oke. Eh kedepannya mulai satu persatu muncul, tekstur kulit ga halus, beruntusan terus calon calon jerawat:( Padahal berharap banyak banget fw ini udah kepengen dr lama",1,Negative
A133,Hadalabo: Tamagohada Mild Peeling Face Wash,Combination,"Tergoda beli ini,coz katanya lembut dan cocok banget peeling buat kulit super sensi.wanginya enak banget,gak menyengat,gak perih juga saat digosok di area mata.sayang,gue gak cocok,dihari pertama gue pakek muka gue kayak ketarik,mengeriput,dan paginya langsung bruntusan sakit di daerah pipi.nasib,punya kulit sensian gini,padahal komedo gue lagi banyak-banyaknya akhir2 ini.",1,Negative
A134,Hadalabo: Tamagohada Mild Peeling Face Wash,Combination,"i wish i could love this...but :( padahal dikemasannya ditulis mild peeling ya. cuma kalo pake ini bikin muka aku gatel, merah dan jerawatan. i know pasti krn efek aha/bha yg bikin turn over kulit jd lebih cepet otomatis efeknya purging. tapi aku gak tahan. lebih suka yg seri gokujyun.",1,Negative
A135,Hadalabo: Tamagohada Mild Peeling Face Wash,Combination,Awal pake ini muka fine2 aja. Aku makenya seminggu 3 kali. Nah setelah 2 minggu mukaku oemjiiiii jerawat bermunculan:((( terutama di T zone banyak bgt bener2 yg kecil ada gede ada:( oiya fyi kulit ku kombinasi oily jd kayaknya ga cocok sama facial wash hada labo yg iniii huuu:(,1,Negative
A136,Hadalabo: Tamagohada Mild Peeling Face Wash,Combination,Sebenernya aku sukaaa banget sama fw ini. Soalnya dia kan mild peeling gitu jadi pasti lebih soft daripada yang physical peeling. Sayangnya gak cocok di aku. Pakenya malah bruntusan dan makin lama makin bruntusan. I stop.,1,Negative
A137,Hadalabo: Tamagohada Mild Peeling Face Wash,Combination,Gatau kenapa ga cocok sama produk hadalabo :( awal pakai fw ini bener bner enak wajah lembutan dan bersih aja eh ga lama setelah semingguan langsung banyak muncul purging / breakout gitu padahal syg bgt dia buat tekstur kulit ku enakan. Alhasil sekarang ga pernah ku pakai lagi,1,Negative
A138,Hadalabo: Tamagohada Mild Peeling Face Wash,Combination,"aku pake ini udh abis 3 tube, so far, cleanser ini cucccoookk sangaatt di aku. Aneh sebenernya padahal cleanser ini berbusa ya which is bikin muka agak keset n ketarik after use, tp justru cleanser ini yg bikin kulitku kalem. Sebelumnya aku pake **taphil tp jerawat masih muncul aja. Klo skr jerawat masi ada, tp ya gak segede2 gaban yg bikin gak pede gitu. Kluarnya pun cm di saat2 tertentu misal pas PMS. Yg bikin sebel, agak susah carinya yaa. Di hypermarket gitu ga slalu ada. Di drugstore kadang ada kadang gak. Jd hrs online, pdhl klo tiba2 abis kan susah ya, hrs nunggu paketnya dtg dl. Mau ga mau jd nyetok.",1,Negative
A139,Hadalabo: Tamagohada Mild Peeling Face Wash,Combination,Dulu aku beli face wash ini niatnya buat gantiin sabun dokter. Tapi pas pertama kali pake muka langsung kusam. Kusamnya gak tanggung2.. muka langsung keliatan menggelap 1 tingkat -_- Aku pikir ah mungkin perasaanku aja kan.. eh langsung dinyinyirin sama nyokap karena mukaku kusam banget kayak dekil gitu. Pas aku pake kedua kali.. tetep sama aja muka masih keliatan kusam. Akhirnya langsung aku stop aja daripada kondisi kulit makin parah.,1,Negative
A140,Hadalabo: Tamagohada Mild Peeling Face Wash,Normal,"really really really want to love this product... tapi apa daya kita ngga cocok. Pertama kali pake ini rasanya kulit jadi super bersih dan halus. Seneng banget. Lalu aku lanjutin sama skincare rutin lainnya. Tapi beberapa menit kemudian wajahku panas dan gatel yg akhirnya muncul bentol2. Bukan bruntusan tapi kayak kalo alergi abis makan seafood yg ngga bersih. Besoknya aku coba lagi karena masih penasaran. Terus bentol2 yg sama muncul padahal ngga diterusin ke skincare rutin selanjutnya. Positif, kandungannya ada yg bikin aku alergi :'(",1,Negative
A141,Hadalabo: Tamagohada Mild Peeling Face Wash,Normal,"Juara bangeeettttt bikin muka aku bruntusan dibarengin sm starter pack yg seri gokujyun ????? sempet jg waktu cuci muka trs masuk kemata lgsg cpt"" bilas dan besoknya mata lgsg merah dan gatel bgt smpe sekarang pun jg msh merah gatel bgt ?",1,Negative
A142,Hadalabo: Tamagohada Mild Peeling Face Wash,Normal,"it breaks me out terribly :( baru sekali pake dan muka ku langsung merah2 menyakitkan dan bruntusan. Aku baca kalo AHA dan BHA can help kulitku yg kombinasi, sensitif dan acne prone jg berkomedo (lengkap penderitaannya), tp begitu pake malem cusss pagi nya aku kaget liat muka ku merah2 dan ada bbrp jerawat kecil",1,Negative
A143,Hadalabo: Tamagohada Mild Peeling Face Wash,Normal,"awal-awal pake produk ini hasilnya kayak biasa aja gak ngefek sama sekal. seminggu pemakaian kemudian, setelah cuci muka pake produk ini muka aku jadi kaku banget dan super duper kering sampe mengelupas . repurchase? BIG NO!",1,Negative
A144,Hadalabo: Tamagohada Mild Peeling Face Wash,Normal,"Nyesel banget, pake ini semua review bagus niatnya pengen mulus, beli lah untung yg small size coba dulu gt. Karna ada kandungan AHA+BHA memicu reaksi purging, okelah purging dulu ya seminggu, dua minggu, tiga minggu, empat minggu, masuk minggu lima astaga aku ngga kuat. Stop maksain bakal cocok! Jerawat kayak ditabur, beruntusan, dan parahnya ngga ilang sampe sekarang ampun huhuhu. Bagian ngebersihin dan efek muka jd lebih cerah pas abis cuci muka, fair lah.",1,Negative
A145,Hadalabo: Tamagohada Mild Peeling Face Wash,Normal,"aku beli ini krn liat review nya bagus dari vlogger dari nadya aqila kalau ga salah dan ternyata ga cocok banget diaku, aku baru beberapa kali pake dan entah kenapa bikin break out dan kulit jadi kering gitu",1,Negative
A146,Hadalabo: Tamagohada Mild Peeling Face Wash,Normal,Bikin jerawat kecil huhu Sedih banget. Padahal pengen cocok karena produk peeling ini terjangkau dan cukup mudah dicari. Akhirnya aku baru tau kalo aku ga cocok sama BHA dan Salicylic Acid. Kalo ga salah ini ada BHA atau Salicylic Acidnya.,1,Negative
A147,Hadalabo: Tamagohada Mild Peeling Face Wash,Dry,"kok orang2 bisa pada cocok ya pake produk ini? Gw beli krn baca reviewnya bagus2, trus ringan cocok buat bumil, brarti ringan bgt pikir gw. pas gw coba, mlh jerawatan. Zonk bgt lh. Tp pas liat2 review org lg, bnyk jg yg ga cocok.",1,Negative
A148,Hadalabo: Tamagohada Mild Peeling Face Wash,Dry,"hem no, di aku ga cocok malah bikin brutusan dan jerawatan malah makin kusam juga:( hem padahal banyak yg cocok dan di aku enggaa. ngelembabkan iya sih tp buat apa kalau kusam plus brutusan. mana skrg jerawat aku gede gede padahal sebelumnya ga pernah",1,Negative
A149,Hadalabo: Tamagohada Mild Peeling Face Wash,Dry,"ekspektasi lumayan karna liat review2. pertama kali coba beruntus muncul di pipi. oke kirain purging / adaptasi. ke2 kali coba, numbuh jerawat2 kecil. ketiga kali coba jerawat jadi gede n merah2. kayaknya emg gapernah cocok sama facewash hadalabo. dlu pernah pakai yg biru dan bikin beruntusan jg, eh yg ini malah JERAWAT SUPER GEDE & MERAH. FYI mukaku jarang bahkan hampir ga pernah jerawatan. emg gajodoh sama hadalabo",1,Negative
A150,Hadalabo: Tamagohada Mild Peeling Face Wash,Dry,"ujur beli ini karena muka lg beruntusan bgt dan pengen ngilangin beruntusan sekaligus nyerahin muka karena ada exfoliatingnyaa. Plus temen aku rata2 cocok dan reviewnya bagus2 bgt disinii. Tapi aku super ga cocoookkkk sm pembersih inii, muka yg tadinya beruntusan di jidat, jadi jerawatan juga di pipi, rahang plus gatau kenapa muka aku jadi gatel2 bgtt. Pernah pagi2 sebelom cuci muka efeknya masih gatel2 dong akhirnya ga kuat takut jerawatan makin parah, akhirnya stop pake dan balik ke hada labo gokyujun, langsung berkurang dong jerawat dan beruntusan aku.. serta muka aku ga gatel lagi hhhu. Fix ga cocok sama ini, btw ini teksturnya lebih thick daripada yang gokyujun dan shirojyun",1,Negative
A151,Cosrx: Low pH Good Morning Gel Cleanser,Dry,"Kulit wajah saya yang cenderung kering akhir - akhir ini bikin saya jd tricky pilih pembersih untuk second cleanser yang bentuknya facial foam dengan low pH dan ga bikin muka kering. setelah cari - cari refrensi akhirnya nemu si COSRX ini. setelah dipakai memang benar ngga bikin muka saya ketarik. (Yay!) tube nya yg besar dan pemakaian yang ga banyak bikin produk ini awet. harganya pun yg sekitar 165 ribuan jd terlihat worthy! smells okay, menurut saya less fragrance which is good. kalau habis, selama di online shop banyak yang jual, saya ngga masalah.. hehehe.. so far belum nemu minus nya... repurchase?? YES!",5,Positive
A152,Cosrx: Low pH Good Morning Gel Cleanser,Dry,"Udah abis botol ke2 dan gak berpikir buat ganti face wash lain. Enak bgt pake ini, gak bikin muka jadi kering. Dan ini bikin jerawat jd cepat kempes. Aku biasa pake cleanser ini malam aja buat double cleansingnya. Akhirnya nemu juga face wash yg cocok buat muka kering acne prone ku.",5,Positive
A153,Cosrx: Low pH Good Morning Gel Cleanser,Dry,Aku pake ini sebagai second cleanser. Cocok di kulit aku yg kombinasi lebih ke arah kering. Low budget bgt poin plusnya dia punya bha sebagai daily exfoliator. Wanginya buat aku gak terlalu ganggu. Bikin kulit soft gitu habis make ini.,5,Positive
A154,Cosrx: Low pH Good Morning Gel Cleanser,Dry,"Ini cleanser enak banget, kalo di aku ada rasa refreshingnya gitu pas dibilas jadi segeeerrr... trus kalo pagi suka gampang ngeluarin komedo, jadi pas dimassage pelan2 sambil busanya keluar (oiya jadi ini tetep ada busanya ya, tp gpp sih) berasanya ada komedo2 yg ikut keluar. Pernah baca di webnya cosrx pro tip nya dipakai pas wajah kering baru dibilas, aku sih nyoba cara itu, beneran enak loh. Cuma karena kulit aku yg dry sensitive and acne prone jadi kalo lama didiemin abis cuci muka, tetep kering sih, tp bukan dr sabunnya menurutku. Overall i 'm so in love with this product. Repurchase? Pasti ini mah, worth it kok. Gede dan terjangkau harganya.",5,Positive
A155,Cosrx: Low pH Good Morning Gel Cleanser,Dry,Super gently face wash! Bagus untuk yang mau coba lepas dr face wash dokter kulit hehe ini bener2 ngga bikin kulit ketarik.. dan ngga ada wanginya dan isinya super banyak! Literally banyak. Mungkin bakalan cukup sampai 2-3 bulan I guess.. mau mulai coba product cosrx yg lainnya! Tapi minusnya dia tubenya ngga kenceng jd gampang bgt masuk air kadang2 hehe tp overall sangat bagus kok!,5,Positive
A156,Cosrx: Low pH Good Morning Gel Cleanser,Dry,my holy graill !!! clenser yg selalu aku pakai semenjak pemakaian pertama. suka bangett sama wangi dan teksturnya yang gel tidak seperti clenser yang lain. pokoknya setelah menemukan ini gak pernah ganti2 clenser yang lain haha. clenser terbaik bangett pokoknya ,5,Positive
A157,Cosrx: Low pH Good Morning Gel Cleanser,Normal,"In love banget sama gel cleanser Cosrx bahkan saat pertama kali pake. Gak bikin kulit kering, atau ketarik, bikin tekstur kulit jadi halus, di aku mengurangi jerawat dan minyak di muka tanpa bikin kering, harganya cukup terjangkau. Aku pernah habis pake bb cream lupa cleansing pake pembersih+kapas seperti biasa, alhasil dia bener2 ngehapus semua base makeup ku dengan tuntas. Love it",5,Positive
A158,Cosrx: Low pH Good Morning Gel Cleanser,Normal,"My current facial wash daaan suka banget sama doi. Awalnya pake facial wash dari klinik kecantikan sepaket sama cream-creamnya, karena pengen lepas dari semua yang berbau klinik-klinik kecantikan gitu jadi aku ganti facial washku. Awalnya coba pake facial wash dari brand A dan sukses bikin wajahku breakout huhu. Aku langsung stop pake facial wash dari brand A dan sekitar 2 mingguan cuma cuci muka pake oatmeal karena belum nemu facial wash yang cocok. Setelah baca-baca review ketemulah sama cosrx low ph ini. Awalnya maju mundur mau beli takut ga cocok, tapi akhirnya kebeli juga. Alhamdulillah cocok dan ga bikin breakout, ga bikin wajahku kering dan ketarik kalo abis cuci muka. Harganya sebanding sama isinya, buanyak buanget wkwk. Bakal repurchase kalo abis :D",5,Positive
A159,Cosrx: Low pH Good Morning Gel Cleanser,Normal,"love it sososososososomuch!!!! aku pake ini tiap pagi atau kalo lg ga pake makeup malem2 juga suka pake ini. gentle bgt gaada efek ketarik sama sekali, pake sedikit aja udh cukup, harganya terjangkau dengan ukuran 150ml which is worth it bgt, wanginya cukup menenangkan menurut aku dan yg paling penting ga bikin jerawatan",5,Positive
A160,Cosrx: Low pH Good Morning Gel Cleanser,Normal,Cocok untuk semua jenis kulit. Which is dr oily sampe sensitive dan dry. Kulit saya yang kadang oily bngt kadang kering bngt kadang merah2 ruam. Harganya worth it lah dengan ukuran tube yg besar (150ml) tp kalau mau coba2 dulu banyak yg jual share size di online shop-app.,5,Positive
A161,Cosrx: Low pH Good Morning Gel Cleanser,Normal,"Super gentle cleanser tapi efektif krn pH rendah, trs jg ada BHA jd cocok buat acne prone skin dan klo gk salah ada tea tree sedikit juga. Awalnya mgkn gak kebiasa sama baunya agak mirip dettol gitu hehe tapi gak mengganggu sih.. buat yg sering jerawat boleh dicoba hehe",5,Positive
A162,Cosrx: Low pH Good Morning Gel Cleanser,Normal,"Suka banget.. Pemakaian botol kedua. Ngebantu banget proses soothing dari break out aku yg super parah setelah lepas dari dokter. Jerawat tetap ada sih tapi bukan yg cystic acne gede2. Kulit aku kombinasi ngga jelas, kering kekeringan, minyak lebay di daerah T with acne dimana2. Mungkin cocok banget untuk kulit kering krn ngga bikin kulit super ketarik. Recommend banget utk dicoba (share size dijual di online shop).",5,Positive
A163,Cosrx: Low pH Good Morning Gel Cleanser,Combination,"Bisa dipakai buat gel cleanser yang bisa sekalian menghapus makeup, dan bisa dipakai sebagai foaming wash. Kalau mau dipakai buat foaming, sebaiknya pake foaming net biar busanya banyak. Tube-nya gede, jadi nggak habis-habis",5,Positive
A164,Cosrx: Low pH Good Morning Gel Cleanser,Combination,"My favorite fw so far! Ph balanced bagus buat yang suka make exfo treatment, dia membantu juga mendekatkan ph buat daya kerja acid. Lembut dikulit, aq kalo pake ini pake ama bantuan scrub gitu, apalagi kalo pake mekap butuh pembersih yang bisa membersihkan sisa2 mekap, nah pake ini bersih juga kok, kentara soalnya selesai pake pasti pake toner dgn kapas, dan kapasnya bersih kok hasilnya kayak sisa mekap yang ada udah dihilangkan ama fw ini. Oh yah untuk pemakaian mekap mata sebaiknya dibersihkan memakai pembersih khusus mekap dulu, soalnya mata kan, jadi kalo kata menjangkau sampe jauh ke lashline gak mungkin pake fw haha jadi yah dilogika aja, dia bisa membersihkan bekas2 nya sesudah pembersihan makeup remover. Kalo bedak aja dia bersih kok cuma mekap mata aja yg khusus emang selalu pembersihannya lebih baik sendiri dulu diawalnya.So low ph, no bau2 buatan, no pengawet, aman buat kulit sensitif dan lembut, mampu membersihkan mekap dengan baik. Gak bilang mahal maupun murah, pake ini cukup sampe 2x sehari selama 6 bulan 1 tube 150ml, jadi lumayan lah, worthed for what i need it to be!",5,Positive
A165,Cosrx: Low pH Good Morning Gel Cleanser,Combination,"super suka dengan cleanser ini karena ringan dan ga bikin breakout or kulit kerasa ketarik, dan bahkan bisa dengan bersih tuntas bersihin sponge makeup juga! benar2 ga salah pernah cobain cleanser ini, recommended!",5,Positive
A166,Cosrx: Low pH Good Morning Gel Cleanser,Combination,"Baca review2 ttg produk ini dan berhasil meyakinkan diri buat nyobain dan bener2 suka sama hasilnya. Pernah sih beberapa kali ngerasa kayak ketarik gitu cuma pas awal2 aja, sekarang udah beberapa kali pake engga lagi. Tiap abis pake, rasanya lembuuut dan kenyal banget muka aku. And i'm going to re-purchase this product again!",5,Positive
A167,Cosrx: Low pH Good Morning Gel Cleanser,Combination,Suka banget sama semua produk skincare dari cosrx termasuk cleanser ini. Walau namanya 'Good Morning' tapi saya pakai cleanser gel ini untuk pagi dan malam. Untuk malam hari biasanya pakai ini setelah menggunakan cleanser lainnya sebagain penetralisir pH. Cleanser ini gak bikin kulit berasa kering setelah cuci muka. Wanginya wangi tea tree jadi seger gitu pas cuci muka. Harganya cukup terjangkau dan isinya banyak baget jadi bisa bertahan hingga beberapa bulan. Saya sendiri baru pakai sekitar satu bulan isinya masih sangat banyak. Gak tau bisa bertahan berapa lama nih,5,Positive
A168,Cosrx: Low pH Good Morning Gel Cleanser,Combination,"I'm soooooo in love with this product! It's so gentle dan tidak bikin wajah aku terasa ketarik setelah cuci muka. Karena namanya Good Morning Gel Cleanser, bukan berarti hanya bisa digunakan saat pagi hari, tapi digunakan di malam hari pun sah-sah aja. Bentuknya clear gel, non-fragrance (which is nice), dan kuantitasnya cukup banyak juga. Aku pakai ini setiap pagi dan malam, sudah hampir 2 bulan produknya ga habis-habis. I think it's a good deal untuk harga Rp130.000.",5,Positive
A169,Cosrx: Low pH Good Morning Gel Cleanser,Combination,"sudah repurchase 3 kali dan hasilnya memuaskan banget. kulitku kombinasi bagian t berminyak, pake ini buat kulit ga kering dan ga berminyak dibagian t. cocok buat ak yang acne prone juga. mungkin karna ph balance jadi kulit d wajah langsung balance, sebelumnya ak coba hadalabo, ternyata terlalu moist buat kulit saya akhirnya jerawatan kecil kecil di jidat.",5,Positive
A170,Cosrx: Low pH Good Morning Gel Cleanser,Oily,"Finally bisa nyobain cleanser ini setelah baca2 review dan penasaran aja gimana sih face wash yg low pH itu? Jadi bedanya sama fw biasa: ini tuh busanya ga banyak, tp ternyata cukup efektif membersihkan kotoran. Cukup 1 biji kacang aja bisa digunakan untuk seluruh wajah. Plusnya lagi bisa menghilangkan make up yg mestinya pakai make up remover dulu yaa. Tp kl saya males ya langsung ajaOya wanginya kaya tea tree gitu yaa buat saya sih ga terlalu mengganggu. Setelah cuci muka wajah jadi lembab, bukan kesat ya. Cukup puas lah dengan cleansee ini. Value forr money banget menurut saya",5,Positive
A171,Cosrx: Low pH Good Morning Gel Cleanser,Oily,"Ampuh bersihin kotoran di muka. Ga bikin muka ketarik abis pake ini. Biasanya pake sabun cuci muka yg lain pst ketarik di daerah pipi dan jidat, tp ini ngak sama skali, dan wanginya enak! Definetely repurchase!!",5,Positive
A172,Cosrx: Low pH Good Morning Gel Cleanser,Oily,Recommended banget .. sabun nya ga ada efek ketarik dan tidak kesat .. wangi nya enak .. kulit jadi halus2 gimana gitu .. harganya juga tidak terlalu mahal .. pake sedikit aja udah bisa buat berishin muka ..,5,Positive
A173,Cosrx: Low pH Good Morning Gel Cleanser,Oily,"Facial Cleaner yg bagus bukan yg bikin keset. Gitu jg ini. Abis dipake, muka ga bakal keset tp awal makenya kyk ada sensasi freeze dikit. Setelah dibilas, kulit muka enak banget. Minyak luntur semua, ga ada reaksi alergi apapun pdhl kulit muka selain berminyak, trmasuk sensitive juga. Stlh cuci pake ini, lanjut pake toner BHA A-Sol trus moist pake yg Oil-Free Birch Sap. Udah kelar, beres. Kulit muka skrg ga berminyak lg tp ga kering juga. Kenyal. Repurchase ? YES!",5,Positive
A174,Cosrx: Low pH Good Morning Gel Cleanser,Oily,"Aku beli ini karena impulsif aja awalnya, ngeliat review edward avilla, joan kim, sama liah yoo tentanh produk2 COSRX dan jadilah aku beli ini sekalian sama beli a-sol, one step clear pad, snail mucin, sama honey sleeping mask. tapi si cleanser ini aku pake sendirian awalnya, cuma aku barengin sama one step clear pad aja tiap malam. bener-bener baru 2x pake tuh jerawat mendem yg tadinya baru mau naik langsung ilang. syok banget!! jerawat2 yang udah ada jg langsung mengecil dan besoknya kering. jadi menurutku kalo si cleanser ini di-comboin sama one step clear pad juara banget. definitely going to repurchase!",5,Positive
A175,Cosrx: Low pH Good Morning Gel Cleanser,Oily,"Suka banget sama cleanser ini, aku sih pakenya pagi dan malam, klao malam kadang suka cucinya 2x biar bener bener yakin kalo udah bersih dari makeup. so far aku pake ini ga bikin breakout / purging, gak ke tarik juga. Cocok bnaget buat yang kulitnya acne prone dan oily. kayanya bisa untuk semua jenis kulit sih soalnya bener bener gentle banget. Absolutely my HG fw ^^",5,Positive
A176,Cosrx: Low pH Good Morning Gel Cleanser,Oily,"bener-bener cleanser favorite aku!! ngga bikin kulit kering dan cocok buat second step double cleanser yg ngangkat sisa makeup yang ga bisa di angkat first cleanser kadang aku pake buat first cleanser juga tanpa air pas cleanser aku lagi abis, it's worth to try!!",5,Positive
A177,Cosrx: Low pH Good Morning Gel Cleanser,Normal,"Cobain ini pertama kali beli sample size aja. Eh baru coba 2x kok malah ngerasa jerawat jadi makin mateng trus gatel. Aku jd curiga ini gak cocok. Eh setelah aku stop pake dan balik ke cleanser lama muka jadi membaik. Beberapa hari kemudian coba lagi deh, efek tetep sama. Dan untung belom jd beli full size nya. Pdahal pas dipake rasanya enak banget, muka jadi kenyal terus muka gak kerasa ketarik. Bisa jadi nih krn faktor ada kandungan tea tree. Sebelum ini aku pernah pake TBS tea tree oil dan efeknya sama. Curiganya sih faktor kandungan tea tree sih.",1,Negative
A178,Cosrx: Low pH Good Morning Gel Cleanser,Normal,"sedih banget disaat orang-orang cocok pake ini tapi di kulit aku big big no, awalnya suka banget! sampe 1 minggu pemakaian pipiku beruntusan tapi aku masih optimis itu bukan karena produk ini, tapi setelah di lanjutin semakin parah dan sekarang mukaku beruntusan, huhu. sabun cuci muka ini super enak dan ga ketarik samsek kalo diaku setelah pemakaian sangat membuat kulit lebih cerah teksturnya mirip gel dan ada wangi tea treenya yang lumayan kenceng, aku curiga gara-gara ada kandungan tea treenya makanya aku jadi BO, awal2 pemakaian memang membuat gatal tapi aku tetep paksain karena efeknya lumayan bagus tapi yaa tidak berjodoh, untung beli yang share in jar jadi ga begitu nyesek setelah tau ga cocok.",1,Negative
A179,Cosrx: Low pH Good Morning Gel Cleanser,Normal,Dikulit ku yang tandus kering kerontang bagai gurun pasir ga cocok sama sekali pake make my face BO and kering parah 🙅Yang ada malah tambah parah. Yang minat nyoba aku preloved baru pake 4x. Lokasi bandung..,1,Negative
A180,Cosrx: Low pH Good Morning Gel Cleanser,Dry,"Huff ga cocok padahal udah berharap banyaaaak, kulitku kering dan jerawatan. Pertama kali beli berharap bisa ngobatin. Awal pemakaian bikin jerawat yang gedeeee dan sakit, aku pikir bukan karena produk ini, besoknya setelah jerawatku sembuh aku pake lagi, ternyata muncul lagi (banyak dan super sakit) dan akhirnya nyadar kalo produk ini ga cocok di aku *sob",1,Negative
A181,Cosrx: Low pH Good Morning Gel Cleanser,Dry,"Cukup-sedih. Karna untuk kesekian kalinya, tidak bisa pakai produk cosrx. Beberapa produk sebelumnya aku stop dan jadiin preloved karna ga kasih efek apa apa di wajah aku. Dan sekarang, untuk produk ini, aku stop karna memang TIDAK cocok. Entah kenapa banyak orang yang cocok tapi di aku malah jadiin bruntus di area pipi yang banyak bekas jerawatnya. Kaya seakan mau bangkitin lagi jerawat jerawat yang udah mati? Awal pakai suka banget, karna dia bener bener mild, ga bikin kulit kerasa ketarik sehabis cuci muka. Tapi setelah 2-3 hari pemakaian udah mulai muncul bruntus, dan terus tetep aku pakai. Maksa karna penasaran, apa produk ini yang bikin bruntus atau produk lain yang juga baru aku pakai. Tapi setelah produk lain yang juga baru aku pakai di stop, ternyata masih juga bruntus dan mulai nyebar ke area jidat. Akhirnya aku putuskan untuk bener bener stop pemakaian. Sekarang aku pakai krave beauty matcha hemp, berkatnya, bruntusan karna cosrx good morning gel ini lama lama mulai hilang.",1,Negative
A182,Cosrx: Low pH Good Morning Gel Cleanser,Dry,"hai sabun muka kecintaan segala beauty vlogger! ternyata kita tidak berjodoh ya wkwkw hiks hiks. yaaa aku berakout parah pake kamu, dan aku sampe pusing hopeless bingung banget kenapa jerawat gede gede gini sampe SEPULUH BIJI EAK muncul di muka aku setiap hari selaly muncul dan ga ilang2 berrrrminggu2 aku pusinh sayang, tp ketika malam hari aku diberi Ilham dari renunganku malam hari, dan ternyata km penyebab ku jerawatan parah kayak gini (setelah udah lama ga jerawatan kayak gini karena sebamed terlah menyembuhkan ku) akhirnya km ku jual dengan harga 75rb dan kita berpisah sampai sini aja. dan tanpamu, mukaku sudah bersih bener2 jerawat yg terbesar ada 2 biji disebabkan olehmu! sudah mengangsur menghilang walau blm beli sabun cuci muka lg (mau beli hadalabo arbutin) dan bragg cuka apel perbandingan kulit sensitif kecintaan ku membantu ku dan akhirnya kulit ku berangsur membaik. maaf dan terimakasih. pula km mahal buat sabun cuci muka doang bweeeekkk :pppp",1,Negative
A183,Cosrx: Low pH Good Morning Gel Cleanser,Oily,"produk ini mengandung tea tree oil yg which is gue sama sekali ga cocok sama skincare apapun yg mengandung itu :( sedih deh harganya lumayan bgt padahal huhu dan ini packagingnya aga jelek menurutku karena kalo dikirim2 gt rawan bocor ? padahal lakban uda penuh, bubble wrap uda mayan tebel ? tiap abis cuci muka, babay deh jerawat selalu muncul. uda bkn bruntusan tp langsung jerawat ?",1,Negative
A184,Cosrx: Low pH Good Morning Gel Cleanser,Oily,sedihnya baru dua kali pake malah bikin beruntus dan muka dehidrasi ? bener2 terlalu termakan review. padahal gak semua review cocok dimuka sendiri. ada yang mau beli gak? kondisi masih 97% karena baru dua kali dipake.,1,Negative
A185,Cosrx: Low pH Good Morning Gel Cleanser,Oily,"Baru 2 kali pake, pinggir hidung langsung kering hiks.. besok paginya langsung beruntusan di dahi. padahal setelah baca-baca review orang yg kulit sensitif dan acne prone pada cocok jadi pede banget bakal cocok jg. Eh.. Belinya fullsize pula hhuhuhuhu.. Kayaknya memang ga cocok pke bha walaupun yg bahan natural. Hayoo siapa yg mau beli?? Hikss..",1,Negative
A186,Cosrx: Low pH Good Morning Gel Cleanser,Oily,"sadly sangat ga cocok di aku :( muka langsung bruntusan dan gradakan ga jelas langsung di pemakaian pertama. bagus sih sebenernya waktu aku pake ngga bikin efek keset gitu, wanginya herbal tp ga ganggu. harganya jg lumayan lah dgn isi yg banyak. udah terlanjur beli yg full size dan ga cocok, akhirnya aku jadiin makeup cleaner aja deh hehe",1,Negative
A187,Cosrx: Low pH Good Morning Gel Cleanser,Oily,"beli ini karena liat kakaknya temenku pori porinya lebih kalem pakai ini. latah beli, pas dicoba zonk banget. terlalu kering ( mungkin karena low pH itu ya ), aku pakai ini pas lagi liburan di bandung dan makin parah dong kulit kering dehydrated gitu ampe banyak dry patch padahal kulitku oily parah. panik banget pake ini jadi bencana. repurchase? nooo",1,Negative
